"Drug"	"CID"	"ATC"	"miRNA"	"Gene"
"budesonide"	"CID100002462"	"R03"	"miR-196b"	"CORIN"
"budesonide"	"CID100002462"	"R03"	"miR-302c"	"CORIN"
"budesonide"	"CID100002462"	"R03"	"miR-302b"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-17"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-128"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-30d"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-200b"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-101"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"let-7d"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-30e"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-376a"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-30b"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-96"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-30b"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-519d"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-599"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-30a"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-7"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-324-5p"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-30c"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-372"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-93"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-520c-3p"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-199a-5p"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-373"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-149*"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-376b"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-429"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-135a"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-590-5p"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-421"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-145"	"ACTB"
"budesonide"	"CID100002462"	"D07"	"miR-106b"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-520b"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-503"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-324-5p"	"GNB1"
"budesonide"	"CID100002462"	"D07"	"miR-410"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-218"	"GNB1"
"budesonide"	"CID100002462"	"D07"	"miR-148a"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-101"	"GNB1"
"budesonide"	"CID100002462"	"D07"	"let-7e"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-135b"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-302d"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-148b"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-199b-5p"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-154"	"GNB1"
"budesonide"	"CID100002462"	"D07"	"miR-520d-3p"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-495"	"HSP90AA1"
"budesonide"	"CID100002462"	"D07"	"miR-128"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-497"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-148a"	"NR1I2"
"budesonide"	"CID100002462"	"D07"	"miR-497"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-106a"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-10a"	"PIK3CA"
"budesonide"	"CID100002462"	"D07"	"miR-424"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-374b"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-451"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-144"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"let-7f"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-520a-3p"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"let-7d"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-504"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-200c"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-448"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-15b"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-1271"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-491-5p"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-374a"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-10b"	"PIK3CA"
"budesonide"	"CID100002462"	"D07"	"miR-185"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-30e"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-223"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-100"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-203"	"PIK3CA"
"budesonide"	"CID100002462"	"D07"	"miR-302e"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-150"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-21"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-520e"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-222"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-30d"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-99b"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-150"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-141"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-200a"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"let-7b"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-494"	"SMARCE1"
"budesonide"	"CID100002462"	"D07"	"miR-103"	"SMARCE1"
"budesonide"	"CID100002462"	"D07"	"miR-506"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-133b"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-30c"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-155"	"GNAS"
"budesonide"	"CID100002462"	"D07"	"miR-590-5p"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-375"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-199b-5p"	"CAV1"
"budesonide"	"CID100002462"	"D07"	"miR-20a"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-107"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-99a"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"let-7f"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-126"	"VCAM1"
"budesonide"	"CID100002462"	"D07"	"miR-139-5p"	"GNB1"
"budesonide"	"CID100002462"	"D07"	"miR-302c"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-30a"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-23a"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-490-3p"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-195"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-21"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-20b"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-320a"	"SMARCE1"
"budesonide"	"CID100002462"	"D07"	"miR-221"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-223"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-340"	"ARG1"
"budesonide"	"CID100002462"	"D07"	"miR-34c-5p"	"CAV1"
"budesonide"	"CID100002462"	"D07"	"miR-486-5p"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-137"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-124"	"PIK3CA"
"budesonide"	"CID100002462"	"D07"	"miR-28-5p"	"SMARCC2"
"budesonide"	"CID100002462"	"D07"	"miR-133a"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-320c"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-23b"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-30a"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-155"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-107"	"SMARCE1"
"budesonide"	"CID100002462"	"D07"	"miR-320d"	"SMARCE1"
"budesonide"	"CID100002462"	"D07"	"miR-30c"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-320b"	"SMARCE1"
"budesonide"	"CID100002462"	"D07"	"miR-214"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-320c"	"SMARCE1"
"budesonide"	"CID100002462"	"D07"	"miR-27a"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-302b"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-506"	"PIK3CA"
"budesonide"	"CID100002462"	"D07"	"miR-30e"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-424"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-320b"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-206"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-135a"	"SMARCE1"
"budesonide"	"CID100002462"	"D07"	"miR-129-5p"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-135b"	"SMARCE1"
"budesonide"	"CID100002462"	"D07"	"miR-92b"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-199a-3p"	"CAV1"
"budesonide"	"CID100002462"	"D07"	"let-7a"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-590-3p"	"VCAM1"
"budesonide"	"CID100002462"	"D07"	"miR-222"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-200b"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-361-5p"	"HSP90AA1"
"budesonide"	"CID100002462"	"D07"	"miR-218"	"GNAS"
"budesonide"	"CID100002462"	"D07"	"miR-103"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-16"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-613"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-320d"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-191"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-124"	"RELA"
"budesonide"	"CID100002462"	"D07"	"miR-373"	"RELA"
"budesonide"	"CID100002462"	"D07"	"miR-200c"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-222"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"miR-200c"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-328"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-22"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-182"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-424"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-497"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-16"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-1271"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-222"	"GTF2B"
"budesonide"	"CID100002462"	"D07"	"miR-152"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-202"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"let-7e"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-181a"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"let-7c"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-504"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-124"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-153"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-138"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-486-5p"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-29b"	"TBX21"
"budesonide"	"CID100002462"	"D07"	"miR-1"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-9"	"SMARCE1"
"budesonide"	"CID100002462"	"D07"	"miR-384"	"GTF2B"
"budesonide"	"CID100002462"	"D07"	"miR-216a"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-221"	"GTF2B"
"budesonide"	"CID100002462"	"D07"	"miR-30d"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-320a"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-488"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-181b"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-382"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-142-3p"	"GTF2A1"
"budesonide"	"CID100002462"	"D07"	"miR-708"	"SMARCC2"
"budesonide"	"CID100002462"	"D07"	"miR-9"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-374a"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-361-5p"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-377"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-203"	"CAV1"
"budesonide"	"CID100002462"	"D07"	"miR-506"	"CAV1"
"budesonide"	"CID100002462"	"D07"	"miR-27b"	"CYP3A4"
"budesonide"	"CID100002462"	"D07"	"miR-302a"	"AKT1"
"budesonide"	"CID100002462"	"D07"	"miR-370"	"SMARCD1"
"budesonide"	"CID100002462"	"D07"	"miR-98"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-124"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"miR-33a"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-520b"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-27b"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-221"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-29a"	"TBX21"
"budesonide"	"CID100002462"	"D07"	"miR-1"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-15a"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-543"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-124"	"CAV1"
"budesonide"	"CID100002462"	"D07"	"miR-200c"	"ABCB1"
"budesonide"	"CID100002462"	"D07"	"miR-429"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-613"	"GTF2B"
"budesonide"	"CID100002462"	"D07"	"miR-410"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-30b"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-181d"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-29b"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-374b"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-15b"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-340"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-27a"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-199a-5p"	"CAV1"
"budesonide"	"CID100002462"	"D07"	"miR-451"	"ABCB1"
"budesonide"	"CID100002462"	"D07"	"miR-18a"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-124a"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-873"	"POLR2A"
"budesonide"	"CID100002462"	"D07"	"miR-331-5p"	"ABCB1"
"budesonide"	"CID100002462"	"D07"	"miR-200b"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"miR-196b"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-181c"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-1"	"GTF2B"
"budesonide"	"CID100002462"	"D07"	"miR-98"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-29c"	"TBX21"
"budesonide"	"CID100002462"	"D07"	"miR-218"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-153"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-153"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-27a"	"ABCB1"
"budesonide"	"CID100002462"	"D07"	"miR-125a-3p"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-214"	"NOS3"
"budesonide"	"CID100002462"	"D07"	"miR-10b"	"NF1"
"budesonide"	"CID100002462"	"D07"	"let-7g"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-320d"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-16"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-320b"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-144"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-34b*"	"CAV1"
"budesonide"	"CID100002462"	"D07"	"miR-200a"	"VCAM1"
"budesonide"	"CID100002462"	"D07"	"miR-23b"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-200c"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"miR-544"	"CAMK2B"
"budesonide"	"CID100002462"	"D07"	"let-7i"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-370"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-429"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"miR-320c"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-488"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-128"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-15b"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-429"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-211"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-381"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"miR-101"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-27b"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-195"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-221"	"ABCB1"
"budesonide"	"CID100002462"	"D07"	"miR-196a"	"ANXA1"
"budesonide"	"CID100002462"	"D07"	"miR-92a"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-25"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-320a"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-15a"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-613"	"SMARCB1"
"budesonide"	"CID100002462"	"D07"	"miR-29c"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-130b"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-200b"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-33b"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-31"	"ARID1A"
"budesonide"	"CID100002462"	"D07"	"miR-23a"	"PDPK1"
"budesonide"	"CID100002462"	"D07"	"miR-363"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-96"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"let-7b"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-15a"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-192"	"SMARCB1"
"budesonide"	"CID100002462"	"D07"	"miR-196a"	"SMARCC1"
"budesonide"	"CID100002462"	"D07"	"miR-300"	"SMARCB1"
"budesonide"	"CID100002462"	"D07"	"miR-520d-3p"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-520c-3p"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-506"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"miR-221"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"let-7i"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-300"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"miR-222"	"ABCB1"
"budesonide"	"CID100002462"	"D07"	"miR-32"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-361-5p"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"miR-377"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-142-3p"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-320b"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-206"	"SMARCB1"
"budesonide"	"CID100002462"	"D07"	"miR-340"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-520a-3p"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-448"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-204"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-122"	"GTF2B"
"budesonide"	"CID100002462"	"D07"	"let-7c"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-590-3p"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-195"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-18b"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-367"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-217"	"NF1"
"budesonide"	"CID100002462"	"D07"	"miR-320c"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-506"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-613"	"SMARCA4"
"budesonide"	"CID100002462"	"D07"	"miR-1"	"SMARCB1"
"budesonide"	"CID100002462"	"D07"	"miR-107"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-320a"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-381"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-183"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-206"	"GTF2B"
"budesonide"	"CID100002462"	"D07"	"let-7a"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"let-7g"	"ADRB2"
"budesonide"	"CID100002462"	"D07"	"miR-320d"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-206"	"SMARCA4"
"budesonide"	"CID100002462"	"D07"	"miR-373"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-182"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-381"	"SMARCB1"
"budesonide"	"CID100002462"	"D07"	"miR-1"	"SMARCA4"
"budesonide"	"CID100002462"	"D07"	"miR-302a"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-372"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-103"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-302d"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-494"	"GTF2E1"
"budesonide"	"CID100002462"	"D07"	"miR-300"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-199b-5p"	"SMARCA4"
"budesonide"	"CID100002462"	"D07"	"miR-124"	"NR3C1"
"budesonide"	"CID100002462"	"D07"	"miR-495"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-520e"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-302e"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-196a"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-139-5p"	"SMARCA4"
"budesonide"	"CID100002462"	"D07"	"miR-29a"	"PIK3R1"
"budesonide"	"CID100002462"	"D07"	"miR-199a-5p"	"SMARCA4"
"budesonide"	"CID100002462"	"D07"	"miR-196b"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-302c"	"CORIN"
"budesonide"	"CID100002462"	"D07"	"miR-302b"	"CORIN"
"budesonide"	"CID100002462"	"A07"	"miR-17"	"PIK3R1"
"budesonide"	"CID100002462"	"A07"	"miR-128"	"NF1"
"budesonide"	"CID100002462"	"A07"	"miR-30d"	"NF1"
"budesonide"	"CID100002462"	"A07"	"miR-200b"	"SMARCD1"
"budesonide"	"CID100002462"	"A07"	"miR-101"	"SMARCD1"
"budesonide"	"CID100002462"	"A07"	"let-7d"	"SMARCC1"
"budesonide"	"CID100002462"	"A07"	"miR-30e"	"NF1"
"budesonide"	"CID100002462"	"A07"	"miR-376a"	"PIK3R1"
"budesonide"	"CID100002462"	"A07"	"miR-30b"	"NF1"
"budesonide"	"CID100002462"	"A07"	"miR-96"	"NF1"
"budesonide"	"CID100002462"	"A07"	"miR-30b"	"ADRB2"
"budesonide"	"CID100002462"	"A07"	"miR-519d"	"PIK3R1"
"budesonide"	"CID100002462"	"A07"	"miR-599"	"PDPK1"
"budesonide"	"CID100002462"	"A07"	"miR-30a"	"NF1"
"budesonide"	"CID100002462"	"A07"	"miR-7"	"SMARCD1"
"budesonide"	"CID100002462"	"A07"	"miR-324-5p"	"SMARCD1"
"budesonide"	"CID100002462"	"A07"	"miR-30c"	"NF1"
"budesonide"	"CID100002462"	"A07"	"miR-372"	"AKT1"
"budesonide"	"CID100002462"	"A07"	"miR-93"	"PIK3R1"
"budesonide"	"CID100002462"	"A07"	"miR-520c-3p"	"AKT1"
"budesonide"	"CID100002462"	"A07"	"miR-199a-5p"	"SMARCD1"
"budesonide"	"CID100002462"	"A07"	"miR-373"	"AKT1"
"budesonide"	"CID100002462"	"A07"	"miR-149*"	"AKT1"
"budesonide"	"CID100002462"	"A07"	"miR-376b"	"PIK3R1"
"budesonide"	"CID100002462"	"A07"	"miR-429"	"SMARCD1"
"budesonide"	"CID100002462"	"A07"	"miR-135a"	"NF1"
"budesonide"	"CID100002462"	"A07"	"miR-590-5p"	"PIK3R1"
"budesonide"	"CID100002462"	"A07"	"miR-421"	"SMARCD1"
"budesonide"	"CID100002462"	"A07"	"miR-145"	"ACTB"
"budesonide"	"CID100002462"	"A07"	"miR-106b"	"PIK3R1"
"budesonide"	"CID100002462"	"A07"	"miR-520b"	"AKT1"
"budesonide"	"CID100002462"	"A07"	"miR-503"	"PIK3R1"
"budesonide"	"CID100002462"	"A07"	"miR-324-5p"	"GNB1"
"budesonide"	"CID100002462"	"A07"	"miR-410"	"PDPK1"
"budesonide"	"CID100002462"	"A07"	"miR-218"	"GNB1"
"budesonide"	"CID100002462"	"A07"	"miR-148a"	"SMARCD1"
"budesonide"	"CID100002462"	"A07"	"miR-101"	"GNB1"
"budesonide"	"CID100002462"	"A07"	"let-7e"	"SMARCC1"
"budesonide"	"CID100002462"	"A07"	"miR-135b"	"NF1"
"budesonide"	"CID100002462"	"A07"	"miR-302d"	"AKT1"
"budesonide"	"CID100002462"	"A07"	"miR-148b"	"SMARCD1"
"budesonide"	"CID100002462"	"A07"	"miR-199b-5p"	"SMARCD1"
"budesonide"	"CID100002462"	"A07"	"miR-154"	"GNB1"
"budesonide"	"CID100002462"	"A07"	"miR-520d-3p"	"AKT1"
"budesonide"	"CID100002462"	"A07"	"miR-495"	"HSP90AA1"
"budesonide"	"CID100002462"	"A07"	"miR-128"	"PDPK1"
"budesonide"	"CID100002462"	"A07"	"miR-497"	"PIK3R1"
"budesonide"	"CID100002462"	"A07"	"miR-148a"	"NR1I2"
"budesonide"	"CID100002462"	"A07"	"miR-497"	"ADRB2"
"budesonide"	"CID100002462"	"A07"	"miR-106a"	"PIK3R1"
"budesonide"	"CID100002462"	"A07"	"miR-10a"	"PIK3CA"
"budesonide"	"CID100002462"	"A07"	"miR-424"	"PIK3R1"
